Departamento,Municipio,Puesto,Direccion
CUNDINAMARCA,ZIPACON,PUESTO CABECERA MUNICIPAL,CALLE 7 CARRERA 4 - 53
CUNDINAMARCA,ZIPACON,EL OCASO,KM 21 VIA CACHIPAY - EL OCASO
CUNDINAMARCA,ZIPAQUIRA,IEM SAN JUAN BAUTISTA DE SALLE SD PRIMAR,CARRERA23 12 47
CUNDINAMARCA,ZIPAQUIRA,IEM TEC LUIS ORJUELA SEDE MARISCAL SUCRE,CARRERA 1B No 23 40
CUNDINAMARCA,ZIPAQUIRA,ESCUELA FRANCISCO DE PAULA SANTANDER,CLL 8 No 1 - 50
CUNDINAMARCA,ZIPAQUIRA,IEM GUILLERMO QUEVEDO Z SD LA 14,CLL 14 No 14 - 75
CUNDINAMARCA,ZIPAQUIRA,CIC DE PRADOS DEL MIRADOR,CLL 28 No 15 - 32
CUNDINAMARCA,ZIPAQUIRA,GABRIELA MISTRAL SEDE NUEVA,CALLE 8 No. 11 - 27
CUNDINAMARCA,ZIPAQUIRA,COLISEO ARENA DE SAL,CARRERA 23 No 2 65
CUNDINAMARCA,ZIPAQUIRA,CIC DE BARANDILLAS,CRA 2 N 2E
CUNDINAMARCA,ZIPAQUIRA,CORREGIMIENTO 1 ESC SAN ISIDRO,KILOMETRO 9 VIA PACHO
CUNDINAMARCA,ZIPAQUIRA,CORREGIMIENTO 2 (ESC BARANDILLAS),CRA 4 No 5-27 VIA SAN MIGUEL
CUNDINAMARCA,ZIPAQUIRA,CORREGIMIENTO 3 (ESC SAN JORGE),KM 5 VIA ZIPAQUIRA A TABIO
CUNDINAMARCA,ZIPAQUIRA,CORREGIMIENTO 2 ESCUELA SAN MIGUEL,VEREDA BARANDILLAS SECTOR SAN MIGUEL
BOGOTA,BOGOTA. D.C.,COLEGIO MONTERROSALES 01LOCALIDAD,KM 4 PUNTO 5 VIA LA CALERA
BOGOTA,BOGOTA. D.C.,CANAIMA 01LOCALIDAD,CLL 195 No 19-50 VIA PUB-CLL 195 No 20-91 VIA PUB
BOGOTA,BOGOTA. D.C.,ALESSANDRO VOLTA 01LOCALIDAD,CLL 119 No 4-79
BOGOTA,BOGOTA. D.C.,COLEGIO DISTRITAL USAQUEN SEDE A 01LOCALIDAD,CALLE 127 C No. 9A-03
BOGOTA,BOGOTA. D.C.,COLEGIO DISTRITAL DIVINO MAESTRO SEDE B 01LOCALIDAD,CLL164 No 7F-08 / CR 7 F No 164-51
BOGOTA,BOGOTA. D.C.,COLEGIO GENERAL SANTANDER USAQUEN 01LOCALIDAD,CRA 8A No 158 - 4
BOGOTA,BOGOTA. D.C.,COLEGIO FRIEDRICH NAUMANN SEDE A 01LOCALIDAD,CL 171 B # 6 B - 16-KR 6 C # 171 - 39
BOGOTA,BOGOTA. D.C.,COLEGIO DISTRITAL SALUDCOOP NORTE 01LOCALIDAD,CLL 181 No. 18 B-83
BOGOTA,BOGOTA. D.C.,COLEGIO NUEVO HORIZONTE SEDE D TORCA 01LOCALIDAD,CRA 7 CLL 224 -30
BOGOTA,BOGOTA. D.C.,COLEGIO SAN FRANCISCO CL 186 01LOCALIDAD,CLL 186 # 7-52
BOGOTA,BOGOTA. D.C.,UNIVERSIDAD MILITAR 01LOCALIDAD,CRA 11 CON CLL 100 ESQUINA
BOGOTA,BOGOTA. D.C.,COLEGIO LA ESTRELLITA 01LOCALIDAD,CRA 26 # 187 B-37 /CLL 187 C # 4 A-30
BOGOTA,BOGOTA. D.C.,COLEGIO ESCLAVAS DEL SAGRADO CORAZON 01LOCALIDAD,CLL 175 20A-26 ENTRADA POR DETRAS DEL CC PANAMA
BOGOTA,BOGOTA. D.C.,COLEGIO CAMPESTRE SAN JOSE 01LOCALIDAD,CLL 128B No 20-80
BOGOTA,BOGOTA. D.C.,COLEGIO EUCARISTICO VILLA GUADALUPE 01LOCALIDAD,Calle 170 #17A-32
BOGOTA,BOGOTA. D.C.,COLEGIO PUREZA DE MARIA 01LOCALIDAD,CRA 7 No 147-02
BOGOTA,BOGOTA. D.C.,CENTRO COMERCIAL BELAIRE PLAZA 01LOCALIDAD,CARRERA 7 #152-54
BOGOTA,BOGOTA. D.C.,FUNDACION ANA RESTREPO DEL CORRAL 01LOCALIDAD,CALLE 130 # 1 10 ESTE
BOGOTA,BOGOTA. D.C.,SALON COMUNAL TIBABITA 01LOCALIDAD,CRA 8B No 191 - 04
BOGOTA,BOGOTA. D.C.,I E AQUILEO PARRA SEDE PRIMARIA 01LOCALIDAD,TV 18B No 187-43
BOGOTA,BOGOTA. D.C.,COLEGIO MAYOR JOSE CELESTINO MUTIS 01LOCALIDAD,CRA 11 No 185B - 88
BOGOTA,BOGOTA. D.C.,COLEGIO MARIA AUXILIADORA NORTE 01LOCALIDAD,CRA 8G No 166 - 70
BOGOTA,BOGOTA. D.C.,SALON COMUNAL VILLA NIDIA 01LOCALIDAD,CRA 4 No 160B - 05
BOGOTA,BOGOTA. D.C.,COLEGIO AGUSTIN FERNANDEZ SEDE D 01LOCALIDAD,CRA 1 ESTE No 163 - 60
BOGOTA,BOGOTA. D.C.,UNIVERSIDAD DE AMERICA SEDE POSGRADOS 01LOCALIDAD,Calle 106 # 19-18
BOGOTA,BOGOTA. D.C.,COLEGIO USAQUEN SEDE B 01LOCALIDAD,Ak. 9 #146-40
BOGOTA,BOGOTA. D.C.,COLEGIO ANGLO COLOMBIANO 01LOCALIDAD,"Av, Cra. 19 # 152A-48"
BOGOTA,BOGOTA. D.C.,THE ENGLISH SCHOOL 01LOCALIDAD,CALLE 170 # 15-68
BOGOTA,BOGOTA. D.C.,UNISANITAS 170 01LOCALIDAD,Calle 170 # 8 - 41
BOGOTA,BOGOTA. D.C.,UNIVERSIDAD EAN 02LOCALIDAD,CRA 11 No 78 - 47
BOGOTA,BOGOTA. D.C.,UNIVERSIDAD SERGIO ARBOLEDA 02LOCALIDAD,CLL 74 # 14 - 14
BOGOTA,BOGOTA. D.C.,UNIVERSIDAD PEDAGOGICA NACIONAL 02LOCALIDAD,CLL 72 # 11 - 86
BOGOTA,BOGOTA. D.C.,COL CAMPESTRE MONTEVERDE SAN LUIS SD A 02LOCALIDAD,CRA 5C ESTE # 98A 55
BOGOTA,BOGOTA. D.C.,BETHLEMITAS-CALLE 65 02LOCALIDAD,CRA 5 No 65-55
BOGOTA,BOGOTA. D.C.,U. SANTO TOMAS CLAUSTRO 02LOCALIDAD,CRA 9 No 51-11
BOGOTA,BOGOTA. D.C.,EL AQUINATE U. SANTO TOMAS 02LOCALIDAD,CRA 9A No 63-28
BOGOTA,BOGOTA. D.C.,COLEGIO NUEVO GIMNASIO 02LOCALIDAD,CLL 81 # 11 - 71
BOGOTA,BOGOTA. D.C.,UNIVERSIDAD CATOLICA 02LOCALIDAD,CRA 14 No 47 - 44
BOGOTA,BOGOTA. D.C.,UNIVERSIDAD DE LA SALLE 02LOCALIDAD,CRA 5 No 59A-44
BOGOTA,BOGOTA. D.C.,COLEGIO LICEO DE CERVANTES EL RETIRO 02LOCALIDAD,CRA 8 No 83 - 29 Y CRA 8 No 84 A - 37
BOGOTA,BOGOTA. D.C.,COLEGIO DEL ROSARIO DE SANTO DOMINGO 02LOCALIDAD,CLL 68 No 0 - 51 ESTE Y CLL 68 No 1 - 51 ESTE
BOGOTA,BOGOTA. D.C.,UNIVERSIDAD AREA ANDINA 02LOCALIDAD,AV. CARACAS No 69 - 44
BOGOTA,BOGOTA. D.C.,CHICO 97 02LOCALIDAD,CRA 14 No 96 - 55
BOGOTA,BOGOTA. D.C.,UNIVERSIDAD JAVERIANA 02LOCALIDAD,CLL 40 B No 5 - 37
BOGOTA,BOGOTA. D.C.,CENTRO FELICIDAD CHAPINERO 02LOCALIDAD,CLL 82 #10-69
BOGOTA,BOGOTA. D.C.,SALON COMUNAL SAN ISIDRO 02LOCALIDAD,CRA 12A ESTE #97-61
BOGOTA,BOGOTA. D.C.,UNIVERSIDAD SAN MARTIN 02LOCALIDAD,CRA 19 # 80-56 TORRE 5
BOGOTA,BOGOTA. D.C.,COLEGIO CAMPESTRE MONTEVERDE SEDE B 02LOCALIDAD,AV 100 # 2 - 87 ESTE / CRA 1E #101A -27
BOGOTA,BOGOTA. D.C.,COLEGIO SAN MARTIN DE PORRES SEDE A 02LOCALIDAD,CALLE 43 # 3-35 ESTE
BOGOTA,BOGOTA. D.C.,COMPENSAR CALLE 94 02LOCALIDAD,CALLE 94 # 23-43
BOGOTA,BOGOTA. D.C.,CAMILO TORRES 03LOCALIDAD,KR 7 # 33-64
BOGOTA,BOGOTA. D.C.,CENTRO ORIENTE 03LOCALIDAD,CRA 2 No 4 -10 / CRA 2 No 4 - 12
BOGOTA,BOGOTA. D.C.,SAN BERNARDO 03LOCALIDAD,CLL 3 No 11B-40 / CRA 12 No 3 - 04
BOGOTA,BOGOTA. D.C.,GIRARDOT 03LOCALIDAD,CLL 3 No 1B-09 ESTE-CLL 3 No 2-64 ESTE
BOGOTA,BOGOTA. D.C.,EL VERJON 03LOCALIDAD,KM 13 VIA A CHOACHI
BOGOTA,BOGOTA. D.C.,EL GRAN SAN 03LOCALIDAD,CRA 10 No 9-37
BOGOTA,BOGOTA. D.C.,COLEGIO RAMON JIMENO 03LOCALIDAD,AV. CIRCUNVALAR No 2-44 / CLL 26B # 2-44
BOGOTA,BOGOTA. D.C.,COLEGIO LA GIRALDA 03LOCALIDAD,CLL 1 No 3 - 58 / 60
BOGOTA,BOGOTA. D.C.,UNIVERSIDAD JORGE TADEO LOZANO 03LOCALIDAD,CRA 4 # 22 INT 1 ED MODULO 21/ CLL 23 #4- 47
BOGOTA,BOGOTA. D.C.,UNIVERSIDAD INCCA DE COLOMBIA 03LOCALIDAD,CLL 24 A No 13 - 72
BOGOTA,BOGOTA. D.C.,UNIV ANTONIO NARIÑO SANTA FE 03LOCALIDAD,CRA 7 No 16- 75 SEDE IBERICA
BOGOTA,BOGOTA. D.C.,UNIVERSIDAD CENTRAL 03LOCALIDAD,CRA 5 No 21- 38
BOGOTA,BOGOTA. D.C.,COLEGIO LOS PINOS I.E.D. SEDE A 03LOCALIDAD,DIAGONAL 4 A # 5 B - 93 ESTE
BOGOTA,BOGOTA. D.C.,LAS BRISAS 04LOCALIDAD,CRA 1A No 6C- 50 SUR CRA 1C ESTE No 6C- 85 SUR
BOGOTA,BOGOTA. D.C.,PRIMERA DE MAYO 04LOCALIDAD,CRA 6A # 18A-04 SUR o CRA 6 # 18-02 SUR
BOGOTA,BOGOTA. D.C.,ARBOLEDA SUR 04LOCALIDAD,CRA 9 A # 14-04 SUR
BOGOTA,BOGOTA. D.C.,COLISEO DEPORTIVO PRIMERA DE MAYO 04LOCALIDAD,CRA 5Bis No 18A-14 SUR CLL 19 SUR No 5-40
BOGOTA,BOGOTA. D.C.,SAN GERONIMO 04LOCALIDAD,CRA 18 ESTE # 13-42 SUR
BOGOTA,BOGOTA. D.C.,SURAMERICA 04LOCALIDAD,CRA 2A No.29A-29 SUR
BOGOTA,BOGOTA. D.C.,SAN VICENTE COLSUBSIDIO 04LOCALIDAD,TRV. 6 C ESTE # 33-70 SUR
BOGOTA,BOGOTA. D.C.,GUACAMAYAS II 04LOCALIDAD,CLL 37 A BIS SUR # 2A-04
BOGOTA,BOGOTA. D.C.,JUANA ESCOBAR SEDE A 04LOCALIDAD,CRA 15 A ESTE # 57 A 16 SUR
BOGOTA,BOGOTA. D.C.,ROMA COLSUBSIDIO 04LOCALIDAD,CLL 48 SUR # 4-85 ESTE
BOGOTA,BOGOTA. D.C.,LA GLORIA- ESCUELA ALTAMIRA 04LOCALIDAD,CLL 44 SUR # 9-23 ESTE
BOGOTA,BOGOTA. D.C.,RAMAJAL AMAPOLAS 04LOCALIDAD,CLL 30A SUR # 9A-78 ESTE
BOGOTA,BOGOTA. D.C.,EL RODEO SEDE B LA GLORIA 04LOCALIDAD,CLL. 44 SUR # 6-74 ESTE
BOGOTA,BOGOTA. D.C.,EL PORTAL 04LOCALIDAD,CRA 3B. No. 30A - 42 SUR
BOGOTA,BOGOTA. D.C.,LA CASTAÑA 04LOCALIDAD,CLL 20 A SUR #12-20 ESTE
BOGOTA,BOGOTA. D.C.,VILLA JAVIER LA MARIA 04LOCALIDAD,CLL 9 SUR CON CRA 5 COSTADO NORTE
BOGOTA,BOGOTA. D.C.,LA BELLEZA 04LOCALIDAD,CLL 64 SUR No 10A-39 ESTE
BOGOTA,BOGOTA. D.C.,AGUAS CLARAS 04LOCALIDAD,CLL 14 SUR No 25-05 ESTE
BOGOTA,BOGOTA. D.C.,SALON COMUNAL LA ROCA 04LOCALIDAD,CLL 6 B BIS SUR # 5-29 ESTE
BOGOTA,BOGOTA. D.C.,LAS MERCEDES II 04LOCALIDAD,CRA. 10 D ESTE # 17B 46 SUR
BOGOTA,BOGOTA. D.C.,MONTEBELLO SEDE B 04LOCALIDAD,CLL 28 SUR # 1A-37 ESTE
BOGOTA,BOGOTA. D.C.,EL RODEO SEDE A 04LOCALIDAD,CLL 40 A SUR # 2 56 ESTE
BOGOTA,BOGOTA. D.C.,MORALBA 04LOCALIDAD,CRA 16 A ESTE # 42C 80 SUR
BOGOTA,BOGOTA. D.C.,NUEVA DELHI 04LOCALIDAD,CLL62 A SUR # 14 I-33 ESTE
BOGOTA,BOGOTA. D.C.,TOMAS RUEDA VARGAS SEDE B 04LOCALIDAD,CRA 5 ESTE # 29A-25 SUR
BOGOTA,BOGOTA. D.C.,ENTRE NUBES SEDE A 04LOCALIDAD,CRA 1 D ESTE # 43B -28 SUR
BOGOTA,BOGOTA. D.C.,SALON COMUNAL SAN ISIDRO II SECTOR 04LOCALIDAD,CRA 7 A No 35 A - 33 SUR
BOGOTA,BOGOTA. D.C.,COLEGIO LA VICTORIA SEDE A 04LOCALIDAD,CRA 3 B ESTE No 38-25 SUR
BOGOTA,BOGOTA. D.C.,COLEGIO ATENAS IED 04LOCALIDAD,CALLE 36 H SUR 2 -15 ESTE
BOGOTA,BOGOTA. D.C.,COLEGIO RAFAEL NUÑEZ IED SEDE B 04LOCALIDAD,CARRERA 9A No 22 B 30 SUR
BOGOTA,BOGOTA. D.C.,IED GLORIA VALENCIA DE CASTAÑO 04LOCALIDAD,CARRERA 15 ESTE No 63-30 SUR
BOGOTA,BOGOTA. D.C.,EL DESTINO,KM 8 VÍA SAN JUAN DE SUMAPÁZ
BOGOTA,BOGOTA. D.C.,LA FLORA,CRA 14BESTE#76-59SUR CRA 14ESTE#76-79SUR
BOGOTA,BOGOTA. D.C.,EL HATO,KM 14 VÍA SAN JUAN DE SUMAPÁZ
BOGOTA,BOGOTA. D.C.,JUAN JOSE RONDON,CLL 88 F SUR # 12 F- 20 ESTE
BOGOTA,BOGOTA. D.C.,VALLES DE CAFAM,CLL 92 SUR # 14 D -87
BOGOTA,BOGOTA. D.C.,BRASILIA,CRA 12B#73B-97 SUR CRA 12B #73B-31SUR
BOGOTA,BOGOTA. D.C.,EL CORTIJO USME,CRA 2A # 74B BIS 00 SUR CLL 74B SUR # 14H- 25
BOGOTA,BOGOTA. D.C.,TENERIFE,CLL 95 SUR # 14 B - 64
BOGOTA,BOGOTA. D.C.,GRAN YOMASA,CLL 81 C Sur # 8 A -06
BOGOTA,BOGOTA. D.C.,CABAÑAS,CLL 80A SUR NO 5 - 15
BOGOTA,BOGOTA. D.C.,LOS TEJARES,CLL 75 C BIS SUR # 5- 52
BOGOTA,BOGOTA. D.C.,COLEGIO FERNANDO GONZALEZ OCHOA,CRA 4 A # 89-43 SUR CRA 4 # 89-43 SUR
BOGOTA,BOGOTA. D.C.,LA ALBORADA,CRA 4 ESTE # 90 D- 24 SUR
BOGOTA,BOGOTA. D.C.,UVAL - PUERTA AL LLANO,CRA6HESTE#114-88SUR TRV7 ESTE#107A- 50SUR
BOGOTA,BOGOTA. D.C.,VILLA ALEMANIA,CLL111ASUR#4B-07ESTE CLL111ABISSUR#3A-07
BOGOTA,BOGOTA. D.C.,BRAZUELOS,CLL 104 SUR # 14 - 90
BOGOTA,BOGOTA. D.C.,CDC JULIO CESAR SANCHEZ,CLL 91 SUR # 4 C - 26
BOGOTA,BOGOTA. D.C.,VIA AL LLANO,CRA 5 # 83 -03 SUR
BOGOTA,BOGOTA. D.C.,NUSADAL,CLL 69 A BIS SUR#14 C-18
BOGOTA,BOGOTA. D.C.,JARDIN INFANTIL LA FORTALEZA DEL OSO,CLL 71 D SUR # 14 - 64
BOGOTA,BOGOTA. D.C.,COLEGIO RURAL EL UVAL,VEREDA EL UVAL KM 8 AUTOPISTA AL LLANO
BOGOTA,BOGOTA. D.C.,BOLONIA,CLL 79 SUR No 10 - 50 ESTE
BOGOTA,BOGOTA. D.C.,COLEGIO JOSE EUSTASIO RIVERA,CRA 3 A No. 136-98 SUR entrada parqueadero
BOGOTA,BOGOTA. D.C.,COLEGIO ANDRES ESCOBAR,CRA 3 B No 55 B - 30 SUR
BOGOTA,BOGOTA. D.C.,CENTRO COMERCIAL ALTAVISTA,CRA 1 No 65D - 58 SUR ENTRADA PARQUEADERO
BOGOTA,BOGOTA. D.C.,SANTA LIBRADA 2,Calle 75B SUR No. 9B - 06
BOGOTA,BOGOTA. D.C.,MIRAVALLE,DIAG. 76 SUR # 3B -30 / DIAG. 76 SUR # 14P - 10*
BOGOTA,BOGOTA. D.C.,NUEVO PORVENIR,Carrera 5 B Este 98 B 10 Sur
BOGOTA,BOGOTA. D.C.,SALON COMUNAL ALFONSO LOPEZ 1 y 2,CRA 6C ESTE # 89 - 57 SUR
BOGOTA,BOGOTA. D.C.,SALON COMUNAL LOS COMUNEROS,carrera 2 A Bis No. 91 C 35 sur
BOGOTA,BOGOTA. D.C.,S. COMUNAL URBANIZACION NUEVA COSTARICA,CLL 69D # 3 - 15 SUR /CRA 3 SUR # 69D - 21
BOGOTA,BOGOTA. D.C.,SALON COMUNAL CENTRAL SANTAMARTA,carrera 9 No. 68 B 44 sur
BOGOTA,BOGOTA. D.C.,COLEGIO JUAN LUIS LONDOÑO - IED,CRA 1aC ESTE # 66A -20 SUR
BOGOTA,BOGOTA. D.C.,COLEGIO ISIDRO MOLINA,carrera 8 B Bis # 77 - 40 sur
BOGOTA,BOGOTA. D.C.,"NUEVO MUZO ""B"" 06LOCALIDAD",CRA59 # 52A-50 SUR CRA 61B # 52A-20 SUR
BOGOTA,BOGOTA. D.C.,LICEO SANTA BERNARDITA 06LOCALIDAD,DIAG. 51A SUR No 54A-32
BOGOTA,BOGOTA. D.C.,COOPERATIVO NUEVO MUZU 06LOCALIDAD,CRA 59# 51B-46 SUR / CRA 61 B #51 B-46 SUR
BOGOTA,BOGOTA. D.C.,LICEO CAMPESTRE CAFAM 06LOCALIDAD,DIAG. 58 SUR No 29-26
BOGOTA,BOGOTA. D.C.,NUESTRA SEÑORA LAS VICTORIAS 06LOCALIDAD,CRA 12B No 57-52 sur
BOGOTA,BOGOTA. D.C.,SANTA CECILIA DE TUNJUELITO 06LOCALIDAD,CRA 11 No 52-41 SUR
BOGOTA,BOGOTA. D.C.,CASA DE JUSTICIA DE TUNJUELITO 06LOCALIDAD,CLL 51 SUR No 7-35
BOGOTA,BOGOTA. D.C.,SAN BENITO ABAD 06LOCALIDAD,CLL 58 No 19 B - 67 SUR
BOGOTA,BOGOTA. D.C.,CIUDAD BOGOTA SEDE B 06LOCALIDAD,CRA 25 No 55 A - 18 SUR Y CRA 27 No 55 A - 18 SUR
BOGOTA,BOGOTA. D.C.,PARROQUIAL SAN CARLOS 06LOCALIDAD,CRA 18 A No 53- 54 SUR
BOGOTA,BOGOTA. D.C.,JARDIN INFANTIL CARMEN SUR 06LOCALIDAD,CRA 28 No 48 A - 17 SUR
BOGOTA,BOGOTA. D.C.,INSTITUTO TECNICO PILOTO SEDE C 06LOCALIDAD,CLL 54 SUR No 37 A - 37
BOGOTA,BOGOTA. D.C.,SALON COMUNAL ISLA DEL SOL 06LOCALIDAD,CLL 67 B SUR No 62-39
BOGOTA,BOGOTA. D.C.,JARDIN INFANTIL PABLO DE TARSO 06LOCALIDAD,DIAGONAL 48 SUR No 51D - 57
BOGOTA,BOGOTA. D.C.,COLEGIO DISTRITAL MARCO FIDEL ZUAREZ 06LOCALIDAD,Carrera 25 No 52 C 92 sur
BOGOTA,BOGOTA. D.C.,SALON COMUNAL BARRIO EL CARMEN 06LOCALIDAD,CLL 48B SUR # 28 - 70
BOGOTA,BOGOTA. D.C.,SALON COMUNAL VENECIA 06LOCALIDAD,Diagonal 49 No 53 B -02 sur
BOGOTA,BOGOTA. D.C.,CENTRO FELICIDAD 06LOCALIDAD,CLL 58 A SUR # 19C - 66
BOGOTA,BOGOTA. D.C.,ISLANDIA,CRA 86 No 74 - 00 SUR
BOGOTA,BOGOTA. D.C.,LA ESPERANZA,CLL 77ASUR # 86- 40 CLL 78SUR # 79-40
BOGOTA,BOGOTA. D.C.,PABLO DE TARSO,CRA78JBIS #65J-04SUR CLL65JSUR #78J-21
BOGOTA,BOGOTA. D.C.,EL RECUERDO SANTAFE,CLL 58SUR # 104A-04 CLL 58SUR # 104A-50
BOGOTA,BOGOTA. D.C.,CARLOS PIZARRO LEON GOMEZ,CLL 72 SUR No 100 A - 71
BOGOTA,BOGOTA. D.C.,NUEVO CARLOS ALBAN,CLL 72ASUR # 80J- 20 CRA 80J # 72-19SUR
BOGOTA,BOGOTA. D.C.,LAURELES II,CLL 73FSUR #80NBIS-49 CLL 73FSUR #80N-41
BOGOTA,BOGOTA. D.C.,NUEVA ESTACION,CLL 63 SUR No 78J - 10
BOGOTA,BOGOTA. D.C.,LLANO ORIENTAL,CLL 73BSUR #78ABIS-15 CLL 73BSUR 78A-15
BOGOTA,BOGOTA. D.C.,NARANJOS,CRA 80M No 71C- 31 SUR
BOGOTA,BOGOTA. D.C.,CAMPO VERDE - POTRERITOS,CLL 82 SUR No 89-21
BOGOTA,BOGOTA. D.C.,CLARETIANO,CLL 60SUR #80K-02 CLL 60SUR #80H-58
BOGOTA,BOGOTA. D.C.,VILLA DEL RIO II,CRA 68D No 54A-31 SUR
BOGOTA,BOGOTA. D.C.,PORTAL DE BRASIL,CRA 88I No 54B-44 SUR
BOGOTA,BOGOTA. D.C.,CEDID SAN PABLO,CRA 77L No 65J -73 SUR
BOGOTA,BOGOTA. D.C.,LA ACUARELA,CRA 77J No 65A-38 SUR
BOGOTA,BOGOTA. D.C.,MIGUEL ANGEL ASTURIAS,CRA 78D No 59A-18 SUR
BOGOTA,BOGOTA. D.C.,COLISEO LA PALESTINA,CLL 68 SUR No 81G -09
BOGOTA,BOGOTA. D.C.,ALFREDO NOBEL,TV 80B No 65I-25 SUR
BOGOTA,BOGOTA. D.C.,MANUEL ELKIN PATARROYO,CRA 81A No 82A-18 SUR
BOGOTA,BOGOTA. D.C.,PARQUE AUTOPISTA SUR PAVCO,CRA 72 No 57 H - 94 SUR
BOGOTA,BOGOTA. D.C.,JARDIN INFANTIL OLARTE,CRA 71D No 54-15 SUR
BOGOTA,BOGOTA. D.C.,GIMNASIO LOS SAUCES,CRA 88 F BIS # 51 C-01 SUR/ CRA 88 I # 51 C-10 SUR
BOGOTA,BOGOTA. D.C.,CLARETIANO EL LIBERTADOR,CLL 61 SUR No 80H-40
BOGOTA,BOGOTA. D.C.,GIMNASIO REAL AMERICANO,CLL 62 A SUR # 91 A-35
BOGOTA,BOGOTA. D.C.,LICEO CIUDAD CAPITAL,CLL 65 SUR No 100A-51
BOGOTA,BOGOTA. D.C.,JUAN MAXIMILIANO AMBROSIO,CLL 57 SUR No 86F-30
BOGOTA,BOGOTA. D.C.,INSTITUTO GUIMARC,CLL 71C SUR No 77M-53
BOGOTA,BOGOTA. D.C.,COLEGIO COLSUBSIDIO CHICALA,CRA 87 No 53C-26 SUR
BOGOTA,BOGOTA. D.C.,COLEGIO CIUDADANOS DEL FUTURO,CRA 88 I No 58A-12 SUR
BOGOTA,BOGOTA. D.C.,LA CONCEPCION,CRA 87C No 67-18 SUR
BOGOTA,BOGOTA. D.C.,VILLAS DEL PROGRESO,CRA 89 BIS A No 72 A-13 SUR
BOGOTA,BOGOTA. D.C.,LICEO LOPEZ OSORIO,CLL 71 SUR No 87N-15 / CLL 71 SUR No 87N - 21
BOGOTA,BOGOTA. D.C.,SOLEDAD ACOSTA DE SAMPER,CLL 50 SUR No 98B- 70
BOGOTA,BOGOTA. D.C.,CLARELANDIA,CRA 81A No 58J-45 SUR
BOGOTA,BOGOTA. D.C.,COLEGIO JORGE ISAACS,CLL 73 SUR No 91- 35 / CLL 73 SUR No 91- 05
BOGOTA,BOGOTA. D.C.,GIMNASIO GARABATOS DE COLORES,CLL 65 G SUR No 79B - 20
BOGOTA,BOGOTA. D.C.,PARQUES DE BOGOTA,CLL 85 SUR No 94 - 55
BOGOTA,BOGOTA. D.C.,BICENTENARIO DE LA INDEPENDENCIA,CLL 81 SUR No 81 - 75
BOGOTA,BOGOTA. D.C.,ESMERALDA ARBOLEDA,Calle 71A Sur No 83B - 30
BOGOTA,BOGOTA. D.C.,EL MOTORISTA,CALLE 57 Ñ SUR # 75 F - 27
BOGOTA,BOGOTA. D.C.,CHARLES DE GAULLE,DIAGONAL 73 D BIS SUR # 79-23
BOGOTA,BOGOTA. D.C.,LAURA HERRERA,Carrera 89 B No. 54 F 20 Sur- Bosa Brasil
BOGOTA,BOGOTA. D.C.,RODRIGO DE BASTIDAS,Calle 56 A Sur No 72 A 54 Sur
BOGOTA,BOGOTA. D.C.,SONIA OSORIO,Carrera 97 C No. 65-02 Sur
BOGOTA,BOGOTA. D.C.,VILLAS DEL PROGRESO PRIMERA INFANCIA,Calle 55 Sur 103-96
BOGOTA,BOGOTA. D.C.,SENDEROS DE PORVENIR PRIMERA INFANCIA,CRA. 98 No. 54C-04 sur
BOGOTA,BOGOTA. D.C.,JUMBO AUTOPISTA SUR,Calle 57R Sur No. 72-20 sur
BOGOTA,BOGOTA. D.C.,CARLOS ARTURO TORRES 08LOCALIDAD,TV. 72 B # 44 C - 19 SUR
BOGOTA,BOGOTA. D.C.,LA CHUCUA 08LOCALIDAD,CRA 72 I # 42 F - 54 SUR
BOGOTA,BOGOTA. D.C.,COLEGIO ALFONSO LOPEZ PUMAREJO 08LOCALIDAD,CRA 72G #39-99 SUR o CLL 39B SUR #72G-62
BOGOTA,BOGOTA. D.C.,LAS AMERICAS SEDE A 08LOCALIDAD,CRA 73C BIS No 38C 84 SUR-CLL 38C SUR No 73A-93
BOGOTA,BOGOTA. D.C.,COLEGIO TOM ADAMS 08LOCALIDAD,CLL 40 J SUR # 78 - 08
BOGOTA,BOGOTA. D.C.,JOHN F. KENNEDY 08LOCALIDAD,CRA 74 B # 38 A - 35 SUR
BOGOTA,BOGOTA. D.C.,PROSPERO PINZON 08LOCALIDAD,CLL 35 C SUR # 78 F - 81
BOGOTA,BOGOTA. D.C.,COLEGIO OEA 08LOCALIDAD,CRA 72 L # 34-19 SUR
BOGOTA,BOGOTA. D.C.,MANDALAY - COLEGIO KENNEDY 08LOCALIDAD,CLL 5 SUR # 72 A - 69
BOGOTA,BOGOTA. D.C.,COLEGIO NELSON MANDELA 08LOCALIDAD,CRA 91 No 43 - 98 SUR Y CRA 90 A No 46 - 50 SUR
BOGOTA,BOGOTA. D.C.,COLEGIO GUSTAVO ROJAS PINILLA 08LOCALIDAD,CLL 11 B # 80B - 61 - CLL 11 B # 80C - 10
BOGOTA,BOGOTA. D.C.,GEMA 08LOCALIDAD,CLL 58 B SUR # 78K - 21 o CLL 58 C SUR # 78K - 21
BOGOTA,BOGOTA. D.C.,COL. DISTRITAL VILLA RICA - SEDE B 08LOCALIDAD,CLL 49 SUR # 78 - 35
BOGOTA,BOGOTA. D.C.,COLEGIO JAIME GARZON 08LOCALIDAD,TV 85A # 49- 45 SUR
